id	class	member	line	item	detail
1499	C9-OVERGENERALISATION-WORD	mc	1474	never	**order dimension of Λ₈ is 7 = width of J(Λ), certified both ways: J(Λ) partitions into seven chains, and seven generators are pairwise incomparable — one per coordinate except g, whose every generato
1500	C9-OVERGENERALISATION-WORD	mc	1494	never	**A closed product form for |box ∩ Λ| exists exactly when the constraint graph is a tree of monotone binary bounds, and that condition decomposes into three facts, each separately necessary — proved. 
1501	C9-OVERGENERALISATION-WORD	mc	1544	never	**ω(N(x)) ≤ 8, the coordinate count — proved and tight. In the divisor embedding divisor lattice embedding (§9) each coordinate carries its own prime, N(x) = ∏ᵢ pᵢ^{xᵢ}, so a prime pᵢ divides N(x) exa
1502	C9-OVERGENERALISATION-WORD	mc	1546	always	*ω is |{ i : xᵢ > 0 }| directly, not the count of non-minimal coordinates — the floors put three primes on every cell; the earlier bound quoted dim(Λ) when 8 was believed to be the dimension, but the 
1503	C9-OVERGENERALISATION-WORD	mc	2154	never	**occupancy never rises along composition: 0 of 739 steps; the tick is k − g = (k−q) + (q−g)**
1504	C9-OVERGENERALISATION-WORD	mc	2160	never	> **Prior art: a quantity that never increases along composition is a MONOVARIANT, the standard tool for proving termination. That occupancy is one here is the measurement; the technique is old.**
1505	C9-OVERGENERALISATION-WORD	mc	2210	never	*the occupancy floor (§10.2) is k ≥ 1, so a target ending empty can never be a source; and 2J inherits 2K's range while 2J_c is bounded by φ(k) alone*
1506	C9-OVERGENERALISATION-WORD	mc	2584	at every cap	**Λ₉'s image on (multipole, ΔS) is the COMPLETE rectangle at every cap; E = 0 vacuously**
1507	C9-OVERGENERALISATION-WORD	mc	2712	never	three checks. COVERAGE: every index coordinate has a math object and every family an index part — 0 and 0. LANGUAGE: five index/language pairs never run — Λ_spectra in geometry, algebra, information a
1508	C9-OVERGENERALISATION-WORD	mc	3080	never	311 measured channels: rms 0.2449, R^2 0.924, median |error| 0.090. By l: s 0.283, p 0.276, d 0.280, f 0.119, g 0.0096. Against TWELVE published values never fitted on: median error 0.00155 at l ≥ 3 a
1509	C9-OVERGENERALISATION-WORD	mc	3280	never	*confirms §12.11.2 on a grid the book never ran*
1510	C9-OVERGENERALISATION-WORD	mc	3650	always	six across the table, and one never** — the observed one always among them, never
1511	C9-OVERGENERALISATION-WORD	mc	3650	never	six across the table, and one never** — the observed one always among them, never
1512	C9-OVERGENERALISATION-WORD	pc	135	never	**Above ℓ = 4 the electron never enters the core and only the polarisability matters — one number, and Seaton's formula follows. At ℓ ≤ 1 with Nₑ ≥ 9 penetration is statistical and Thomas-Fermi govern
1513	C9-OVERGENERALISATION-WORD	pc	153	always	**The practical consequence.** Register 879's Li III fault was a Coulomb expression used where a relativistic one was required: the limit was written as 9R∞ and was low by 26.45 cm⁻¹, showing as a spu
1514	C9-OVERGENERALISATION-WORD	pc	170	never	**The trade-off, stated.** §22.1's bracket is a genuine deduction and carries no information. §25.6.1's carries information and is not a deduction. **Chapter 22's modesty is exactly what buys the 100%
1515	C9-OVERGENERALISATION-WORD	pc	186	never	**The bracket's own inputs.** `channels.py` writes `bracket = "untested"` for every channel it builds, because running the bracketing method needs measured neighbours and a tolerance and the script su
1516	C9-OVERGENERALISATION-WORD	pc	242	never	fallback ordering anywhere; its role is the counterfactual, and it must never be
1517	C9-OVERGENERALISATION-WORD	pc	362	never	**The point of observability.** What Λ₃ delivers for a given state: the stratum, the family within it (torus / braid word / symbolic sequence / distribution P(ε)), and the geodesic as far as the natur
1518	C9-OVERGENERALISATION-WORD	pc	426	never	> **Where it fails.** never within non-relativistic quantum mechanics.
1519	C9-OVERGENERALISATION-WORD	pc	436	never	> **Where it fails.** never as a constant; but using it in place of the reduced-mass R_M is wrong for every species (register 868). The error is 1 part in 1836 A, largest at hydrogen.
1520	C9-OVERGENERALISATION-WORD	pc	446	never	> **Where it fails.** never; it enters only through R_M, so an error here is an error there.
1521	C9-OVERGENERALISATION-WORD	pc	889	never	| the gate ℓ(ℓ+1) | never as a gate | but SIX appearances under six discipline names |
1522	C9-OVERGENERALISATION-WORD	ioi	6	never	what role it plays for Λ.** Measured where measurable; where an index is named and never built,
1523	C9-OVERGENERALISATION-WORD	ioi	188	never	supplies. *A date must never enter Λ: a transition is a type, and types are not dated.*
1524	C9-OVERGENERALISATION-WORD	ioi	288	never	**Remove cells at random and ask whether ℛ puts them back.** The largest fraction removable with exact recovery is a property of the index, and it had never been measured for any of these.
1525	C9-OVERGENERALISATION-WORD	ioi	328	never	**All three grids are closed** — each is a fixed point of ℛ, verified by double projection. The number beside each is what has *not* been measured under that cap, so it is a result about the cap and a
1526	C9-OVERGENERALISATION-WORD	ioi	1510	never	**What only it contributes.** *Where the work would break first.* Every other index here asks whether a set of cells closes. **Λ_phys asks what the whole construction rests on, and the answer is a sha
1527	C9-OVERGENERALISATION-WORD	ioi	1617	never	reclassified as INTERMEDIATE — it is fitted from the series, never measured.
1528	C9-OVERGENERALISATION-WORD	ioi	1680	never	never universally. **A pooled fit across regions asserts a universal parameter,
1529	C9-OVERGENERALISATION-WORD	ioi	1986	never	never carry.*
1530	C9-OVERGENERALISATION-WORD	ioi	2035	never	| 3.2 | Of the 36, twenty-five — 1d, 1p and 2d — could never hold an element, being forbidden by ℓ ≤ n−1: the footprint of a law the coordinate system has no axis for. The remaining eleven are 3d, def
1531	C9-OVERGENERALISATION-WORD	ioi	2066	never	| 9.1 | Three measures, and the third did not exist. E measures what an index cannot carry; the vocabulary debt measures what it has not checked it carries correctly, 32 of 48; nothing measured what w
1532	C9-OVERGENERALISATION-WORD	ioi	2068	never	| 9.3 | Pair-completion. The nine leave four value-directions unoccupied, and every hand-found axis outside the box occupies a pair — never one direction, never three. | not used |
1533	C9-OVERGENERALISATION-WORD	ioi	2068	never	| 9.3 | Pair-completion. The nine leave four value-directions unoccupied, and every hand-found axis outside the box occupies a pair — never one direction, never three. | not used |
1534	C9-OVERGENERALISATION-WORD	ioi	2085	in every case	| 12.6 | Thirty instances of one class — a conclusion drawn from a comparison that was not licensed. The arithmetic was correct in every case; the warrant was not. | not used |
1535	C9-OVERGENERALISATION-WORD	sc	80	without exception	with **p** the core's orbital count at that ℓ and **n₀** the first Pauli-allowed principal number, both read from the ground-state configuration. **floor(δ) ≤ B holds on every measured channel without
1536	C13-HANDLE-LEAK	main	10844	3B.shape	3B.shape the shape sphere                            definition · analysis         proved · exhaustive · found
1537	C13-HANDLE-LEAK	main	10845	3B.metric	3B.metric the shape metric                           formula · analysis            proved · exhaustive · found
1538	C13-HANDLE-LEAK	main	10847	3B.pot	3B.pot the potential on shape space                  formula · analysis            proved · exhaustive · found
1539	C13-HANDLE-LEAK	main	10848	3B.norm	3B.norm the norm variety                             theorem · algebraic geometry  proved · exhaustive · found
1540	C13-HANDLE-LEAK	main	10849	3B.five	3B.five the five fixed points                        theorem · analysis            proved · exhaustive · found
1541	C13-HANDLE-LEAK	main	10850	3B.tri	3B.tri the triangle form at cap 8                    measurement · combinatorics   measured · exhaustive · none found
1542	C13-HANDLE-LEAK	main	10851	3B.def	3B.def the deficit, one level                        theorem · complexity          proved · exhaustive · found
1543	C13-HANDLE-LEAK	main	10852	3B.index	3B.index Λ₃, E = 0                                   theorem · order               proved · exhaustive · found
1544	C13-HANDLE-LEAK	main	10860	3B.five	**The first run entered 3B.five and 3B.pot as measurements, because the compendium graded them
1545	C13-HANDLE-LEAK	main	10860	3B.pot	**The first run entered 3B.five and 3B.pot as measurements, because the compendium graded them
1546	C13-HANDLE-LEAK	reg	6409	3B.tri	**TRIANGLE FORM AT CAP 8 — 344 CELLS, 0 JOIN FAILURES, 8,385 MEET FAILURES.** *Triangle form at cap 8: 344 cells, 0 join failures, 8,385 meet failures; caps 3–12 as in `3B.tri`; two-body chain 0. Conf
1547	C13-HANDLE-LEAK	reg	6445	3B.five	**APPENDIX D RE-CLOSED AFTER CHAPTERS 35 AND 36 — FORTY-EIGHT ELEMENTS BECOME SIXTY-FIVE OVER TWENTY-TWO FIBRES, AND THE COMPARISON, NOT THE AUTHOR, DECIDED TWO PLACEMENTS.** *The forty-eight of D.5.8
1548	C13-HANDLE-LEAK	reg	6445	3B.pot	**APPENDIX D RE-CLOSED AFTER CHAPTERS 35 AND 36 — FORTY-EIGHT ELEMENTS BECOME SIXTY-FIVE OVER TWENTY-TWO FIBRES, AND THE COMPARISON, NOT THE AUTHOR, DECIDED TWO PLACEMENTS.** *The forty-eight of D.5.8
1549	C13-HANDLE-LEAK	reg	6461	3B.shape	**THE MATHEMATICS OF THE LÖWDIN CHALLENGE ENTERED IN APPENDIX D AT LAST — SEVENTY-SEVEN ELEMENTS, TWENTY-FOUR FIBRES, E = 0 — AND THE COMPENDIA'S DEPTHS AND DEPENDENCE COUNTS RECOMPUTED FROM THEIR OWN
1550	C13-HANDLE-LEAK	reg	6473	3B.shape	**`3B.shape` IS THE EIGHTEENTH ROOT OF THE MATHEMATICAL COMPENDIUM, AND THREE STALE LINES ABOUT THE ROOTS ARE CORRECTED TO THE FILE.** *Register 1734 found `3B.shape` — shape space, ℝ³ = ℂ³/(translati
1551	C13-HANDLE-LEAK	reg	6473	3B.shape	**`3B.shape` IS THE EIGHTEENTH ROOT OF THE MATHEMATICAL COMPENDIUM, AND THREE STALE LINES ABOUT THE ROOTS ARE CORRECTED TO THE FILE.** *Register 1734 found `3B.shape` — shape space, ℝ³ = ℂ³/(translati
1552	C13-HANDLE-LEAK	reg	6473	3B.shape	**`3B.shape` IS THE EIGHTEENTH ROOT OF THE MATHEMATICAL COMPENDIUM, AND THREE STALE LINES ABOUT THE ROOTS ARE CORRECTED TO THE FILE.** *Register 1734 found `3B.shape` — shape space, ℝ³ = ℂ³/(translati
1553	C13-HANDLE-LEAK	reg	6473	3B.shape	**`3B.shape` IS THE EIGHTEENTH ROOT OF THE MATHEMATICAL COMPENDIUM, AND THREE STALE LINES ABOUT THE ROOTS ARE CORRECTED TO THE FILE.** *Register 1734 found `3B.shape` — shape space, ℝ³ = ℂ³/(translati
1554	C13-HANDLE-LEAK	reg	6473	3B.metric	**`3B.shape` IS THE EIGHTEENTH ROOT OF THE MATHEMATICAL COMPENDIUM, AND THREE STALE LINES ABOUT THE ROOTS ARE CORRECTED TO THE FILE.** *Register 1734 found `3B.shape` — shape space, ℝ³ = ℂ³/(translati
1555	C13-HANDLE-LEAK	reg	6473	3B.pot	**`3B.shape` IS THE EIGHTEENTH ROOT OF THE MATHEMATICAL COMPENDIUM, AND THREE STALE LINES ABOUT THE ROOTS ARE CORRECTED TO THE FILE.** *Register 1734 found `3B.shape` — shape space, ℝ³ = ℂ³/(translati
1556	C13-HANDLE-LEAK	reg	6513	BUILD-10	**RULING 26: THE 489 UNTESTED SPECTRA ROWS ARE RUN UNDER M'S SEALED-TEST RULING — STRICT MEMBERSHIP, THE QUOTATION FLOOR AS THE ONLY ε, §22.5 ADMISSIBILITY — AND 318 ROWS CLOSE: 658 OF 813 CELLS PASS,
1557	C13-HANDLE-LEAK	reg	6632	BUILD180	**THE REGISTER'S FRONT MATTER GIVES ITS MATURE RECORD AS "165 TO 1791, 1,470 ENTRIES" WHERE THE BACK MATTER GIVES 165–1792; THE BACK MATTER IS CURRENT, THE FIGURE IS 1,471, AND UNDER THE PRINTED 1,470
1558	C1-SECTION-POINTER-UNRESOLVED	reg	6716	§1.8	**THE CLOSURE RULE IS PRINTED ONE-SIDED AT FOUR SITES REGISTER 402 CORRECTS, AND EACH NOW POINTS AT THE CORRECTION.** *Register 402: the closure rule was one-sided and the operator is two-sided, the c
1559	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	914	12.11	other sites: main=158 reg=44 mc=87 pc=1 ioi=7 sc=1 | 2,475 cells (the figure §12.11.5 withdraws; register 1819). A two-parent *decision* is the same shape: **no ea
1560	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	914	2,475	other sites: main=2 reg=4 | 2,475 cells (the figure §12.11.5 withdraws; register 1819). A two-parent *decision* is the same shape: **no ea
1561	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	2538	12.11	other sites: main=158 reg=44 mc=87 pc=1 ioi=7 sc=1 | dashed and priced at 3.5% (the price §12.11.5 withdraws; register 1819).
1562	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	2538	3.5	other sites: main=10 reg=8 mc=1 sc=2 | dashed and priced at 3.5% (the price §12.11.5 withdraws; register 1819).
1563	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	3072	12.11	other sites: main=158 reg=44 mc=87 pc=1 ioi=7 sc=1 | the same bound written with the cell's f has two parents and breaks the factorisation by 3.5% (the figure §12.
1564	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	3072	3.5	other sites: main=10 reg=8 mc=1 sc=2 | the same bound written with the cell's f has two parents and breaks the factorisation by 3.5% (the figure §12.
1565	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	3439	12.11	other sites: main=158 reg=44 mc=87 pc=1 ioi=7 sc=1 | it costs, 2,475 cells of the cylinder (the figure §12.11.5 withdraws; register 1819). The book substitutes f_m
1566	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	3439	2,475	other sites: main=2 reg=4 | it costs, 2,475 cells of the cylinder (the figure §12.11.5 withdraws; register 1819). The book substitutes f_m
1567	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	4019	24,585	other sites: reg=9 mc=5 pc=1 | in every one.** *(A sample: exact enumeration gives 24,585 minimum covers with one cell common to all — Mathem
1568	C8-NAMED-STATEMENT	all	0	witness rule	sites=1 in reg | bold/heading statement in main: NO
1569	C8-NAMED-STATEMENT	all	0	reading cannot bound	sites=1 in reg | bold/heading statement in main: NO
1570	C8-NAMED-STATEMENT	all	0	mathematical compendium's tightening rule	sites=1 in reg | bold/heading statement in main: NO
1571	C8-NAMED-STATEMENT	all	0	admissible bound	sites=1 in reg | bold/heading statement in main: yes
1572	C8-NAMED-STATEMENT	all	0	object's law	sites=1 in reg | bold/heading statement in main: NO
1573	C8-NAMED-STATEMENT	all	0	down-set theorem	sites=1 in reg | bold/heading statement in main: NO
1574	C9-OVERGENERALISATION-WORD	main	9652	never	one never. *The observed one is always among them and never uniquely
1575	C9-OVERGENERALISATION-WORD	main	9655	always	point set with two distinct abscissae always offers more than one such point, at
1576	C9-OVERGENERALISATION-WORD	reg	5007	never	**AND THE STATE IS NECESSARY.** *Tested memoryless: for each admissible subshell set a to that subshell's own crossing value and ask whether it is then least-ν. **104 of 106 steps admit two to four se
1577	C9-OVERGENERALISATION-WORD	reg	6656	never	**THE NECESSITY OF STATE IS A STRUCTURAL THEOREM AND IS NAMED AS ONE; ITS SCORE LEAVES ITS NAME.** *Appendix D carried it as ‘the necessity of state, 104 of 106 steps’ — the only element of the twenty
1578	C9-OVERGENERALISATION-WORD	reg	6660	always	**§34.6 CLAIMED THE WRONG THING, AND THE FIGURE IT CLAIMED IT WITH REPRODUCES UNDER NO CONVENTION.** *The unit stated ‘104 of 106 steps admit two to four self-consistent subshells’ and concluded that 
1579	C9-OVERGENERALISATION-WORD	reg	6700	always	**THE CORRIDOR LAW ENTERS THE PHYSICS COMPENDIUM AS AN INTERFACE ENTRY, AND THE COUNT ITS TEMPLATE ASKS FOR IS ONE THE COMPENDIUM CAN NO LONGER SUPPLY.** *M's ruling: the theorem to the Mathematical C
1580	C9-OVERGENERALISATION-WORD	reg	6700	never	**THE CORRIDOR LAW ENTERS THE PHYSICS COMPENDIUM AS AN INTERFACE ENTRY, AND THE COUNT ITS TEMPLATE ASKS FOR IS ONE THE COMPENDIUM CAN NO LONGER SUPPLY.** *M's ruling: the theorem to the Mathematical C
1581	C9-OVERGENERALISATION-WORD	reg	6704	never	**THE REGISTER'S OWN COUNTS ARE CURRENT FOR THE FIRST TIME SINCE BUILD90, AND THE THREE UNITS THE VOLUME COUNTS IN ARE NAMED SO THEY ARE NOT MISTAKEN FOR ONE.** *reg1-04, docket 30: the front matter p
1582	C9-OVERGENERALISATION-WORD	reg	6752	always	**ω(N(x)) IS BOUNDED BY THE COORDINATE COUNT, NOT THE ORDER DIMENSION.** *The printed proof — one prime per coordinate — always proved ω ≤ 8; the bound was quoted against dim(Λ) when 8 was believed to
1583	C9-OVERGENERALISATION-WORD	reg	6776	never	**REGISTER 603'S SIX CHANNEL CONDITIONS ARE FIVE OVER THE EXACT COVERS, AND THE FIVE ARE THE ℓ ≤ 1 FACE OF AN ENVELOPE-STEP LAW.** *Register 603 states that every minimum seed of Λ₈ contains an s→s, a
1584	C9-OVERGENERALISATION-WORD	mc	3650	never	six across the table, and one never** — the observed one always among them, never
1585	C9-OVERGENERALISATION-WORD	pc	283	always	**What it states.** The subshell the differentiating electron enters is always one
1586	C9-OVERGENERALISATION-WORD	pc	296	never	nature realises, so it is *verified* and never *proved*; the theorem beside it — the
1587	C9-OVERGENERALISATION-WORD	pc	300	never	**What physics does.** It supplies the entrant; the law says the entrant is never
1588	C13-HANDLE-LEAK	reg	6664	BUILD96	**THE NECESSITY OF STATE'S VERIFICATION IS EXHAUSTIVE NOW, AND THEOREM · PHYSICS CLOSES; LAW · PHYSICS DOES NOT AND IS LEFT OPEN.** *Appendix D asserts E = 0 in every fibre. Recomputed from the volume
1589	C13-HANDLE-LEAK	reg	6664	BUILD95	**THE NECESSITY OF STATE'S VERIFICATION IS EXHAUSTIVE NOW, AND THEOREM · PHYSICS CLOSES; LAW · PHYSICS DOES NOT AND IS LEFT OPEN.** *Appendix D asserts E = 0 in every fibre. Recomputed from the volume
1590	C13-HANDLE-LEAK	reg	6668	BUILD97	**LAW · PHYSICS IS UNWITNESSED, AND THE APPENDIX SAYS SO INSTEAD OF SAYING IT CLOSES.** *At BUILD97 Appendix D closed in twenty-three of twenty-four fibres, and the one open fibre was law · physics at
1591	C13-HANDLE-LEAK	reg	6668	BUILD96	**LAW · PHYSICS IS UNWITNESSED, AND THE APPENDIX SAYS SO INSTEAD OF SAYING IT CLOSES.** *At BUILD97 Appendix D closed in twenty-three of twenty-four fibres, and the one open fibre was law · physics at
1592	C13-HANDLE-LEAK	reg	6704	BUILD90	**THE REGISTER'S OWN COUNTS ARE CURRENT FOR THE FIRST TIME SINCE BUILD90, AND THE THREE UNITS THE VOLUME COUNTS IN ARE NAMED SO THEY ARE NOT MISTAKEN FOR ONE.** *reg1-04, docket 30: the front matter p
