id	category	label	quote	conversation	conversation_title	msg	identifiers	why	confidence
PO-1045	STANDING-RULE	Register 697 — reading degrades before writing does	**Reading degrades before writing does.** > > Once a format is established and the source becomes hard to read, output continues at full fluency **from the pattern rather than the data**, and nothing internal marks the difference. > > **A truncated file announces itself. A confabulated one does not.** > > **So the rule is to stop at the first sign of strained reading, not at the first failure**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	712	register 697	The stopping criterion derived from the fabrication; without it the rule reverts to 'stop at first failure', which the incident showed is too late.	HIGH
PO-1046	STANDING-RULE	Provenance filtering runs before J-consistency	**Provenance filtering runs first.** A bracketed value isn't a weaker measurement — it's not a measurement. It can't participate in a test of measurement consistency.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	800	N V 5d; register 746; register 2172	Settles a filter-ordering question that would otherwise produce a circular agreement between a Ritz value and a measured one.	HIGH
PO-1047	STANDING-RULE	A joint fit whose answer moves across subsets reports perturbation	**Ti III's seven series gave one limit at rms 0.0054. P I's eleven give three:** ns alone **84,811.8**, ns+np **84,883.7**, adding nd **84,714.5** — a spread of **170 cm⁻¹**, larger than any individual error bar. > **A fit whose answer moves when you drop a series is reporting the perturbation, not the limit.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	912	registers 976-977; P I; 170 cm⁻¹	The precondition on the joint-fit move, and the reason P I was refused admission despite having its levels in hand.	HIGH
PO-1048	STANDING-RULE	Two bounds from the same relation are one statement twice	"> **Two bounds from the same relation are the same statement made twice.** **Which the compendium already knew.** `BRACKETED` has meant *""bounded above and below by different mechanisms""* since register 831. **`PROPAGATED` never carried the requirement.**"	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1026	register 831; register 803; BRACKETED; PROPAGATED	States the repair rule and shows the grading already forbade what the propagation was doing; the criterion now applies to every bounded cell.	HIGH
PO-1049	STANDING-RULE	Steps must be derived from measured cells only	> **The walk manufactures pairs, and re-measuring on them finds structure it put there. 𝒮 must be derived from MEASURED cells only — never from walked ones — or the triple confirms itself.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1080	register 1135; 𝒮; W	Names the exact circularity that makes the valuation closure confirm itself, with the numbers that expose it (iso at s tightening 1.13 to 1.08, steps 3 to 8).	HIGH
PO-1050	STANDING-RULE	Additive forms lose rank; multiplicative forms cannot hold exceptions	> **The additive form fits values and destroys rank. The multiplicative form preserves rank and cannot fit values. That is exactly what your prime-factor intuition predicted: a product of positives cannot invert an order, and a sum of signed terms cannot help but.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1157	P.lcollapse; P.iso; register 1170	A general constraint on any equation meant to sit beside ordinal mechanisms, with the measured 102/205 against 205/205 that establishes it.	HIGH
PO-1051	STANDING-RULE	An index is its coordinates	"> **An index is its coordinates. Two objects with the same cells and different coordinates are different indices. E is a fact about each and never about the cells alone.** **Which means ""the periodic table has E = 36"" was never a complete sentence.**"	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1208	§24; register 959; register 1122	Without it every recorded E in the compendium can be misread as intrinsic to a set of cells.	HIGH
PO-1052	STANDING-RULE	Compendia answer; the register argues	**The four topical compendia answer and do not argue.** ... **And the Register *should* carry the arguments** ... **1216** — the point of order itself, recorded: **compendia answer, the register argues, and that is what keeps the book bounded.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1394	register 1216; register 1211; register 1214	The document-architecture rule that keeps the book under 500 pages, and it names the exact front-matter violation it was applied to.	HIGH
PO-1053	STANDING-RULE	Lock independently measured quantities; refit one number at a time	Agreed, and the rule should be explicit: **anything measured independently is locked, and only genuinely free numbers get fitted.** ... **Every previous refit moved three things at once and I couldn't tell which was real.** This one moves one number and the residuals are a diagnosis rather than noise.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1565		Without it a future worker repeats the trap where an improved rms is bought by degrading a separately measured quantity.	HIGH
PO-1054	STANDING-RULE	No pooled fits across blocks; one coefficient per subshell	**The index forbids this.** Λ_phys closed on (source, domain) with **no parameter of this work in the universal column** ... **A pooled fit across blocks is a claim of universality the index says cannot exist.** ... **The occupancy term is `b(n,ℓ)·q`, with one coefficient per subshell, measured within that subshell.** Not a function of n, not of ⟨r⟩, not of anything pooled.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1901	Λ_phys; Λ_amp	A rule the human states was violated repeatedly, and the one msg 1902 asks be turned into a protocol; it governs every future fit.	HIGH
PO-1055	STANDING-RULE	The one microscope is ℛ; verification is a foundation not an endpoint	**The single microscope is ℛ.** That's what the method actually is — every object becomes cells and coordinates, and then the same three questions apply: does it close, in which carrier, and what does the closure refuse.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1935	ℛ	States the method's operative stance in one sentence and the three questions that follow from it.	MEDIUM
PO-1056	STANDING-RULE	No-fitted-parameter claim travels with the provenance table	**And the standing instruction**: the no-fitted-parameter claim and the provenance table travel together, always.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1971		A standing publication rule guarding the solution's strongest claim from being quoted unsupported.	HIGH
PO-1057	STANDING-RULE	A generated artefact with a hand-edited region is not generated	The general fault is worth keeping: an artefact called generated that has a hand-edited region is not generated, and REPRODUCTION checks the build runs, not that it round-trips.	f2069859-86cc-427e-a1e2-09f1321b39ae	The Method 1.6.1	25	register 1373; REPRODUCTION; compendium.py; mathreg.py	States the defect class and the audit gap that let it through, applicable to every generated artefact in the work.	HIGH
PO-1058	STANDING-RULE	Never invent a cell or column; shuffle until it fits or one cell remains	this is the error. We don't create or invent new information. We combine information about the same subject and let them work together force the solution. Instead of inventing a cell or column. Rearrange and shuffle the index until everything fits or 1 cell remains	f2069859-86cc-427e-a1e2-09f1321b39ae	The Method 1.6.1	74	Λ_amp; Λ_chem	A user ruling that governs every index construction and removed two spurious defect cells the moment it was applied.	HIGH
PO-1059	STANDING-RULE	Every generator diff-tested; in-place writers refuse partial output	I've left it in the queue under I as the standing rule: *every generator is diff-tested, and any that writes in place must refuse partial output.* ... A generator that cannot produce its whole output must refuse to produce part of it.	f2069859-86cc-427e-a1e2-09f1321b39ae	The Method 1.6.1	115	physics.py; PHYSICS-TAIL.md	Binds all future generators; explicitly left in the queue as prose rather than wired into the audit suite.	HIGH
PO-1060	STANDING-RULE	An axis is determined when its chain of values is monotone	A note for construction. An axis is determined when a set/chain of values is monotonastic	f2069859-86cc-427e-a1e2-09f1321b39ae	The Method 1.6.1	148	A.rule; A.derived	The construction rule that immediately disqualified two of six proposed letters (c had zero envelope steps, Nₑ was Z renamed) and explained an inflated E.	HIGH
PO-1061	STANDING-RULE	NIST's blend column is a membership condition, not a quality flag	Worth its own line somewhere: **NIST's blend column is not a data-quality annotation, it is a membership condition**, and results conditioned on it hold exactly when it separates — which is the separation hypothesis in a place it hadn't been applied.	4945af0e-6ff8-45ee-a138-940c87ad90a4	The Method 1.7	70	1391; 1382	The flag decided two independent results (twelve manufactured zeros in the L1M splitting, and 1391's Sc–Ti claim); treating it as advisory silently widens comparison sets until findings disappear.	HIGH
PO-1062	STANDING-RULE	'Corrected at source' must be checked against the tree	"The record now carries that limitation explicitly, and a standing rule with it: **a register entry saying ""corrected at source"" is a claim about the tree and must be checked against the tree, not trusted.**"	4945af0e-6ff8-45ee-a138-940c87ad90a4	The Method 1.7	258	1399; 1477; PROVENANCE.md	It names a class of loss PROVENANCE.md structurally cannot see — an edit lost inside a file that itself survived — and governs how every 'corrected at source' entry must be read.	HIGH
PO-1063	STANDING-RULE	Parse before writing; extract and parse every checkpoint	The practice I should have had: **parse before writing, not after.** Both failures wrote a broken file and then discovered it. And checkpoints now get extracted and parsed rather than just created — which is how I know 1_9e is sound.	4945af0e-6ff8-45ee-a138-940c87ad90a4	The Method 1.7	274	mathreg.py; restore-point-1_9e; register 1226	A declared governing practice for every future edit and checkpoint; without it the broken-checkpoint failure recurs.	HIGH
